,Unnamed: 0,Term,Instance,Trans,Annotation
351,351,Trump,Als alle mensen die in alle stadions in de VS passen op #Trump stem… https://t.co/olIG7JLkC6,If all the people who fit in all stadiums in the US vote for #Trump… https://t.co/olIG7JLkC6,0
352,352,Trump,Het zou een gedenkwaardig jaar worden indien  #Trump's  en #Poetin's macht  geminimaliseerd wordt in 2023.,It would be a memorable year if #Trump's and #Putin's power is minimized in 2023.,-1
353,353,Trump,#Trump #Midterms2022,#Trump #Midterms2022,1
354,354,Trump,"Dus  #Trump wint waarschijnlijk nipt, maar volgens de #nos heeft hij dan verloren ?#?@ #Midterms2022","So #Trump probably wins narrowly, but according to the #nos he lost ?#?@ #Midterms2022",1
355,355,Trump,Lachen om @nosnieuws - ze laten zien waar #Trump verloren heeft… volgens Amerikaanse gegevens heeft Trump meer gewo… https://t.co/h89VmSCes2,"Laugh at @nosnieuws - showing them where #Trump lost… according to US data, Trump has won more… https://t.co/h89VmSCes2",1
356,356,Trump,#Trump,#Trump,1
357,357,Trump,@erikmouthaanRTL Toen #Trump gekozen werd hebben de #democraten ook gesuggereerd dat de #verkiezingen  gestolen war… https://t.co/BUHbMvilIp,@erikmouthaanRTL When #Trump was elected the #Democrats also suggested that the #election was stolen… https://t.co/BUHbMvilIp,1
358,358,Trump,Ik denk dat ik teveel in complottheorie geloof... #VS #Trump #Biden #Election2022,I think I believe too much in conspiracy theory... #US #Trump #Biden #Election2022,1
359,359,Trump,#Trump baschen is begonnen.,#Trump bashing has begun.,1
360,360,Trump,#Trump exit VS?,#Trump exit US?,-1
361,361,Trump,#Trump https://t.co/zq3zycGnI7,#Trump https://t.co/zq3zycGnI7,1
362,362,Trump,#Trump heel links zal tevreden zijn #vtmnieuws,#Trump very left will be satisfied #vtmnieuws,1
